transaction_id,timestamp,sender_msisdn,receiver_msisdn,amount,currency,transaction_type,operator,status,region,fee,transaction_type_label,txn_date,txn_hour,txn_day_of_week,txn_month,txn_quarter,is_weekend,amount_bucket,is_high_value,time_since_last_txn_sec,is_rapid_succession,total_debit
TXN00001496,2024-01-02 00:55:00,0242158989,0550030795,414.97,GHS,AIRTIME,VODAFONE,SUCCESS,ASHANTI,5.18,Airtime Top-Up,2024-01-02,0,Tuesday,1,1,False,Medium (200-500),False,,False,420.15
TXN00006247,2024-01-05 08:06:00,0242159093,0555850078,20.12,GHS,MBP,AIRTELTIGO,SUCCESS,GREATER ACCRA,0.13,Merchant Bill Payment,2024-01-05,8,Friday,1,1,False,Micro (<50),False,,False,20.25
TXN00004431,2024-01-04 01:50:00,0242159365,0559930461,77.09,GHS,P2P,VODAFONE,SUCCESS,GREATER ACCRA,0.68,Peer to Peer Transfer,2024-01-04,1,Thursday,1,1,False,Small (50-200),False,,False,77.77
TXN00005805,2024-01-05 00:44:00,0242160075,0555632982,22.31,GHS,MBP,MTN,SUCCESS,BRONG-AHAFO,0.3,Merchant Bill Payment,2024-01-05,0,Friday,1,1,False,Micro (<50),False,,False,22.61
TXN00008440,2024-01-06 20:39:00,0242160804,0551979255,39.12,GHS,MBP,MTN,SUCCESS,ASHANTI,0.47,Merchant Bill Payment,2024-01-06,20,Saturday,1,1,True,Micro (<50),False,,False,39.59
TXN00000235,2024-01-01 03:54:00,0242160843,0553577761,40.18,GHS,P2P,VODAFONE,SUCCESS,ASHANTI,0.26,Peer to Peer Transfer,2024-01-01,3,Monday,1,1,False,Micro (<50),False,,False,40.44
TXN00000926,2024-01-01 15:25:00,0242161857,0558177588,11.52,GHS,DEP,AIRTELTIGO,SUCCESS,EASTERN,0.1,Deposit,2024-01-01,15,Monday,1,1,False,Micro (<50),False,,False,11.62
TXN00006554,2024-01-05 13:13:00,0242165298,0556644548,48.22,GHS,P2P,MTN,SUCCESS,GREATER ACCRA,0.3,Peer to Peer Transfer,2024-01-05,13,Friday,1,1,False,Micro (<50),False,,False,48.52
TXN00000907,2024-01-01 15:06:00,0242166593,0557770949,2636.41,GHS,WDR,MTN,SUCCESS,EASTERN,26.83,Withdrawal,2024-01-01,15,Monday,1,1,False,High Value (1k+),True,,False,2663.24
TXN00006731,2024-01-05 16:10:00,0242167061,0550296818,29.33,GHS,INTL,VODAFONE,REVERSED,GREATER ACCRA,0.37,International Transfer,2024-01-05,16,Friday,1,1,False,Micro (<50),False,,False,29.7
TXN00000616,2024-01-01 10:15:00,0242167894,0553326957,347.07,GHS,DEP,AIRTELTIGO,SUCCESS,WESTERN,4.71,Deposit,2024-01-01,10,Monday,1,1,False,Medium (200-500),False,,False,351.78
TXN00008490,2024-01-06 21:29:00,0242168439,0558322985,23.23,GHS,AIRTIME,MTN,SUCCESS,GREATER ACCRA,0.2,Airtime Top-Up,2024-01-06,21,Saturday,1,1,True,Micro (<50),False,,False,23.43
TXN00009124,2024-01-07 08:03:00,0242170406,0559441049,3196.67,GHS,WDR,VODAFONE,FAILED,GREATER ACCRA,29.86,Withdrawal,2024-01-07,8,Sunday,1,1,True,High Value (1k+),True,,False,3226.53
TXN00005433,2024-01-04 18:32:00,0242171040,0551701071,454.41,GHS,MBP,AIRTELTIGO,SUCCESS,EASTERN,6.3,Merchant Bill Payment,2024-01-04,18,Thursday,1,1,False,Medium (200-500),False,,False,460.71
TXN00004397,2024-01-04 01:16:00,0242171624,0551024637,46.41,GHS,P2P,VODAFONE,SUCCESS,ASHANTI,0.56,Peer to Peer Transfer,2024-01-04,1,Thursday,1,1,False,Micro (<50),False,,False,46.97
TXN00000488,2024-01-01 08:07:00,0242173538,0556128340,46.92,GHS,P2P,MTN,SUCCESS,ASHANTI,0.52,Peer to Peer Transfer,2024-01-01,8,Monday,1,1,False,Micro (<50),False,,False,47.44
TXN00006291,2024-01-05 08:50:00,0242173761,0559165688,16.7,GHS,P2P,VODAFONE,SUCCESS,ASHANTI,0.21,Peer to Peer Transfer,2024-01-05,8,Friday,1,1,False,Micro (<50),False,,False,16.91
TXN00005520,2024-01-04 19:59:00,0242174001,0553927359,3546.24,GHS,INTL,MTN,SUCCESS,GREATER ACCRA,25.84,International Transfer,2024-01-04,19,Thursday,1,1,False,High Value (1k+),True,,False,3572.08
TXN00004360,2024-01-04 00:39:00,0242177014,0557342426,42.32,GHS,P2P,MTN,SUCCESS,EASTERN,0.39,Peer to Peer Transfer,2024-01-04,0,Thursday,1,1,False,Micro (<50),False,,False,42.71
TXN00009443,2024-01-07 13:22:00,0242178749,0559760370,8.98,GHS,P2P,VODAFONE,SUCCESS,GREATER ACCRA,0.08,Peer to Peer Transfer,2024-01-07,13,Sunday,1,1,True,Micro (<50),False,,False,9.06
TXN00001027,2024-01-01 17:06:00,0242179600,0553893853,78.28,GHS,P2P,MTN,SUCCESS,ASHANTI,0.99,Peer to Peer Transfer,2024-01-01,17,Monday,1,1,False,Small (50-200),False,,False,79.27
TXN00008855,2024-01-07 03:34:00,0242181023,0554719673,19.86,GHS,WDR,VODAFONE,SUCCESS,EASTERN,0.29,Withdrawal,2024-01-07,3,Sunday,1,1,True,Micro (<50),False,,False,20.15
TXN00007780,2024-01-06 09:39:00,0242181314,0553010538,37.4,GHS,DEP,MTN,SUCCESS,BRONG-AHAFO,0.31,Deposit,2024-01-06,9,Saturday,1,1,True,Micro (<50),False,,False,37.71
TXN00000477,2024-01-01 07:56:00,0242184011,0552356126,15.44,GHS,DEP,MTN,SUCCESS,GREATER ACCRA,0.14,Deposit,2024-01-01,7,Monday,1,1,False,Micro (<50),False,,False,15.58
TXN00006919,2024-01-05 19:18:00,0242184794,0555818323,2777.36,GHS,WDR,MTN,SUCCESS,GREATER ACCRA,15.1,Withdrawal,2024-01-05,19,Friday,1,1,False,High Value (1k+),True,,False,2792.46
TXN00006626,2024-01-05 14:25:00,0242185517,0554777402,29.12,GHS,DEP,MTN,SUCCESS,BRONG-AHAFO,0.25,Deposit,2024-01-05,14,Friday,1,1,False,Micro (<50),False,,False,29.37
TXN00003901,2024-01-03 17:00:00,0242185602,0557302283,13.49,GHS,MBP,MTN,SUCCESS,GREATER ACCRA,0.19,Merchant Bill Payment,2024-01-03,17,Wednesday,1,1,False,Micro (<50),False,,False,13.68
TXN00006447,2024-01-05 11:26:00,0242186820,0551741862,307.93,GHS,P2P,MTN,SUCCESS,EASTERN,3.91,Peer to Peer Transfer,2024-01-05,11,Friday,1,1,False,Medium (200-500),False,,False,311.84
TXN00004251,2024-01-03 22:50:00,0242187266,0551990694,5.77,GHS,WDR,VODAFONE,SUCCESS,BRONG-AHAFO,0.04,Withdrawal,2024-01-03,22,Wednesday,1,1,False,Micro (<50),False,,False,5.81
TXN00004631,2024-01-04 05:10:00,0242188561,0557519486,44.08,GHS,P2P,MTN,SUCCESS,WESTERN,0.5,Peer to Peer Transfer,2024-01-04,5,Thursday,1,1,False,Micro (<50),False,,False,44.58
TXN00003322,2024-01-03 07:21:00,0242189590,0554429528,17.61,GHS,P2P,MTN,FAILED,ASHANTI,0.2,Peer to Peer Transfer,2024-01-03,7,Wednesday,1,1,False,Micro (<50),False,,False,17.81
TXN00006768,2024-01-05 16:47:00,0242194981,0551107614,12.79,GHS,WDR,AIRTELTIGO,SUCCESS,ASHANTI,0.19,Withdrawal,2024-01-05,16,Friday,1,1,False,Micro (<50),False,,False,12.98
TXN00006199,2024-01-05 07:18:00,0242196624,0551896724,31.96,GHS,DEP,MTN,SUCCESS,GREATER ACCRA,0.27,Deposit,2024-01-05,7,Friday,1,1,False,Micro (<50),False,,False,32.23
TXN00001259,2024-01-01 20:58:00,0242197143,0559020903,44.89,GHS,DEP,AIRTELTIGO,SUCCESS,GREATER ACCRA,0.54,Deposit,2024-01-01,20,Monday,1,1,False,Micro (<50),False,,False,45.43
TXN00002000,2024-01-02 09:19:00,0242199195,0551090669,16.53,GHS,P2P,MTN,SUCCESS,ASHANTI,0.15,Peer to Peer Transfer,2024-01-02,9,Tuesday,1,1,False,Micro (<50),False,,False,16.68
TXN00005026,2024-01-04 11:45:00,0242202022,0554379845,44.18,GHS,INTL,VODAFONE,FAILED,GREATER ACCRA,0.41,International Transfer,2024-01-04,11,Thursday,1,1,False,Micro (<50),False,,False,44.59
TXN00006908,2024-01-05 19:07:00,0242202039,0558532880,322.97,GHS,MBP,AIRTELTIGO,SUCCESS,NORTHERN,2.52,Merchant Bill Payment,2024-01-05,19,Friday,1,1,False,Medium (200-500),False,,False,325.49
TXN00004786,2024-01-04 07:45:00,0242203609,0552472775,38.97,GHS,P2P,MTN,SUCCESS,ASHANTI,0.22,Peer to Peer Transfer,2024-01-04,7,Thursday,1,1,False,Micro (<50),False,,False,39.19
TXN00000326,2024-01-01 05:25:00,0242205375,0553683481,457.6,GHS,WDR,MTN,SUCCESS,BRONG-AHAFO,6.76,Withdrawal,2024-01-01,5,Monday,1,1,False,Medium (200-500),False,,False,464.36
TXN00003905,2024-01-03 17:04:00,0242209901,0559590449,424.16,GHS,P2P,MTN,SUCCESS,GREATER ACCRA,4.67,Peer to Peer Transfer,2024-01-03,17,Wednesday,1,1,False,Medium (200-500),False,,False,428.83
TXN00002791,2024-01-02 22:30:00,0242210207,0556223863,2051.26,GHS,P2P,MTN,REVERSED,GREATER ACCRA,30.77,Peer to Peer Transfer,2024-01-02,22,Tuesday,1,1,False,High Value (1k+),False,,False,2082.03
TXN00002080,2024-01-02 10:39:00,0242211635,0551289518,304.77,GHS,AIRTIME,AIRTELTIGO,SUCCESS,EASTERN,2.11,Airtime Top-Up,2024-01-02,10,Tuesday,1,1,False,Medium (200-500),False,,False,306.88
TXN00005859,2024-01-05 01:38:00,0242211829,0552744191,2.18,GHS,P2P,MTN,SUCCESS,ASHANTI,0.02,Peer to Peer Transfer,2024-01-05,1,Friday,1,1,False,Micro (<50),False,,False,2.2
TXN00003515,2024-01-03 10:34:00,0242212861,0550757074,103.34,GHS,P2P,AIRTELTIGO,SUCCESS,WESTERN,1.46,Peer to Peer Transfer,2024-01-03,10,Wednesday,1,1,False,Small (50-200),False,,False,104.8
TXN00008982,2024-01-07 05:41:00,0242213283,0555270506,420.14,GHS,P2P,MTN,SUCCESS,ASHANTI,4.23,Peer to Peer Transfer,2024-01-07,5,Sunday,1,1,True,Medium (200-500),False,,False,424.37
TXN00001277,2024-01-01 21:16:00,0242214505,0557398279,14.8,GHS,P2P,MTN,SUCCESS,GREATER ACCRA,0.21,Peer to Peer Transfer,2024-01-01,21,Monday,1,1,False,Micro (<50),False,,False,15.01
TXN00008567,2024-01-06 22:46:00,0242214700,0555552507,3174.96,GHS,P2P,MTN,SUCCESS,GREATER ACCRA,35.14,Peer to Peer Transfer,2024-01-06,22,Saturday,1,1,True,High Value (1k+),True,,False,3210.1
TXN00003693,2024-01-03 13:32:00,0242215100,0553549979,438.99,GHS,P2P,MTN,SUCCESS,NORTHERN,5.22,Peer to Peer Transfer,2024-01-03,13,Wednesday,1,1,False,Medium (200-500),False,,False,444.21
TXN00004857,2024-01-04 08:56:00,0242215508,0550737075,25.7,GHS,MBP,MTN,SUCCESS,BRONG-AHAFO,0.3,Merchant Bill Payment,2024-01-04,8,Thursday,1,1,False,Micro (<50),False,,False,26.0
TXN00000948,2024-01-01 15:47:00,0242215646,0552335056,85.93,GHS,P2P,AIRTELTIGO,SUCCESS,NORTHERN,0.86,Peer to Peer Transfer,2024-01-01,15,Monday,1,1,False,Small (50-200),False,,False,86.79
TXN00001423,2024-01-01 23:42:00,0242216157,0557819556,47.15,GHS,P2P,AIRTELTIGO,SUCCESS,ASHANTI,0.35,Peer to Peer Transfer,2024-01-01,23,Monday,1,1,False,Micro (<50),False,,False,47.5
TXN00001994,2024-01-02 09:13:00,0242217651,0550545578,2.85,GHS,DEP,MTN,SUCCESS,GREATER ACCRA,0.03,Deposit,2024-01-02,9,Tuesday,1,1,False,Micro (<50),False,,False,2.88
TXN00000710,2024-01-01 11:49:00,0242218561,0557525078,4024.88,GHS,P2P,MTN,SUCCESS,ASHANTI,52.24,Peer to Peer Transfer,2024-01-01,11,Monday,1,1,False,High Value (1k+),True,,False,4077.12
TXN00000236,2024-01-01 03:55:00,0242220162,0558473713,73.3,GHS,DEP,MTN,SUCCESS,GREATER ACCRA,0.55,Deposit,2024-01-01,3,Monday,1,1,False,Small (50-200),False,,False,73.85
TXN00001194,2024-01-01 19:53:00,0242222390,0556554871,419.71,GHS,AIRTIME,MTN,SUCCESS,BRONG-AHAFO,2.35,Airtime Top-Up,2024-01-01,19,Monday,1,1,False,Medium (200-500),False,,False,422.06
TXN00008589,2024-01-06 23:08:00,0242222643,0556324876,37.66,GHS,P2P,MTN,SUCCESS,NORTHERN,0.24,Peer to Peer Transfer,2024-01-06,23,Saturday,1,1,True,Micro (<50),False,,False,37.9
TXN00000599,2024-01-01 09:58:00,0242223147,0559821539,5.46,GHS,MBP,AIRTELTIGO,SUCCESS,ASHANTI,0.07,Merchant Bill Payment,2024-01-01,9,Monday,1,1,False,Micro (<50),False,,False,5.53
TXN00003983,2024-01-03 18:22:00,0242223382,0555335587,13.67,GHS,MBP,MTN,SUCCESS,WESTERN,0.13,Merchant Bill Payment,2024-01-03,18,Wednesday,1,1,False,Micro (<50),False,,False,13.8
TXN00001741,2024-01-02 05:00:00,0242223689,0558163165,221.37,GHS,MBP,MTN,SUCCESS,GREATER ACCRA,2.77,Merchant Bill Payment,2024-01-02,5,Tuesday,1,1,False,Medium (200-500),False,,False,224.14
TXN00001263,2024-01-01 21:02:00,0242223903,0553165015,31.0,GHS,WDR,MTN,SUCCESS,ASHANTI,0.36,Withdrawal,2024-01-01,21,Monday,1,1,False,Micro (<50),False,,False,31.36
TXN00009960,2024-01-07 21:59:00,0242225313,0555072163,25.6,GHS,MBP,MTN,SUCCESS,GREATER ACCRA,0.14,Merchant Bill Payment,2024-01-07,21,Sunday,1,1,True,Micro (<50),False,,False,25.74
TXN00008562,2024-01-06 22:41:00,0242229049,0551693704,203.6,GHS,P2P,VODAFONE,SUCCESS,ASHANTI,2.53,Peer to Peer Transfer,2024-01-06,22,Saturday,1,1,True,Medium (200-500),False,,False,206.13
TXN00009340,2024-01-07 11:39:00,0242229429,0557773622,24.73,GHS,DEP,MTN,SUCCESS,GREATER ACCRA,0.15,Deposit,2024-01-07,11,Sunday,1,1,True,Micro (<50),False,,False,24.88
TXN00006138,2024-01-05 06:17:00,0242229701,0555756905,434.92,GHS,P2P,VODAFONE,SUCCESS,BRONG-AHAFO,6.13,Peer to Peer Transfer,2024-01-05,6,Friday,1,1,False,Medium (200-500),False,,False,441.05
TXN00005450,2024-01-04 18:49:00,0242229921,0552040660,18.59,GHS,P2P,MTN,SUCCESS,WESTERN,0.09,Peer to Peer Transfer,2024-01-04,18,Thursday,1,1,False,Micro (<50),False,,False,18.68
TXN00004920,2024-01-04 09:59:00,0242231521,0557231568,26.14,GHS,DEP,MTN,SUCCESS,GREATER ACCRA,0.35,Deposit,2024-01-04,9,Thursday,1,1,False,Micro (<50),False,,False,26.49
TXN00007289,2024-01-06 01:28:00,0242231579,0558128761,1795.42,GHS,INTL,VODAFONE,SUCCESS,ASHANTI,24.98,International Transfer,2024-01-06,1,Saturday,1,1,True,High Value (1k+),False,,False,1820.4
TXN00007048,2024-01-05 21:27:00,0242232358,0550692877,45.8,GHS,P2P,VODAFONE,SUCCESS,EASTERN,0.4,Peer to Peer Transfer,2024-01-05,21,Friday,1,1,False,Micro (<50),False,,False,46.2
TXN00008305,2024-01-06 18:24:00,0242232510,0555917789,21.57,GHS,MBP,VODAFONE,SUCCESS,ASHANTI,0.26,Merchant Bill Payment,2024-01-06,18,Saturday,1,1,True,Micro (<50),False,,False,21.83
TXN00000862,2024-01-01 14:21:00,0242232739,0558646350,17.64,GHS,P2P,MTN,SUCCESS,GREATER ACCRA,0.16,Peer to Peer Transfer,2024-01-01,14,Monday,1,1,False,Micro (<50),False,,False,17.8
TXN00004418,2024-01-04 01:37:00,0242233755,0554134433,31.42,GHS,MBP,VODAFONE,SUCCESS,ASHANTI,0.29,Merchant Bill Payment,2024-01-04,1,Thursday,1,1,False,Micro (<50),False,,False,31.71
TXN00003259,2024-01-03 06:18:00,0242234020,0554529397,2.79,GHS,DEP,AIRTELTIGO,SUCCESS,BRONG-AHAFO,0.02,Deposit,2024-01-03,6,Wednesday,1,1,False,Micro (<50),False,,False,2.81
TXN00004984,2024-01-04 11:03:00,0242234490,0556289112,130.85,GHS,P2P,MTN,SUCCESS,ASHANTI,0.87,Peer to Peer Transfer,2024-01-04,11,Thursday,1,1,False,Small (50-200),False,,False,131.72
TXN00001674,2024-01-02 03:53:00,0242235637,0554383297,60.22,GHS,P2P,MTN,SUCCESS,GREATER ACCRA,0.51,Peer to Peer Transfer,2024-01-02,3,Tuesday,1,1,False,Small (50-200),False,,False,60.73
TXN00002616,2024-01-02 19:35:00,0242238597,0558720702,32.81,GHS,P2P,MTN,SUCCESS,GREATER ACCRA,0.31,Peer to Peer Transfer,2024-01-02,19,Tuesday,1,1,False,Micro (<50),False,,False,33.12
TXN00003146,2024-01-03 04:25:00,0242238714,0552995731,36.61,GHS,DEP,MTN,SUCCESS,EASTERN,0.2,Deposit,2024-01-03,4,Wednesday,1,1,False,Micro (<50),False,,False,36.81
TXN00002998,2024-01-03 01:57:00,0242238872,0559209762,43.51,GHS,P2P,MTN,SUCCESS,NORTHERN,0.23,Peer to Peer Transfer,2024-01-03,1,Wednesday,1,1,False,Micro (<50),False,,False,43.74
TXN00003260,2024-01-03 06:19:00,0242239043,0552794249,345.87,GHS,P2P,VODAFONE,SUCCESS,ASHANTI,3.03,Peer to Peer Transfer,2024-01-03,6,Wednesday,1,1,False,Medium (200-500),False,,False,348.9
TXN00006790,2024-01-05 17:09:00,0242240789,0559048587,47.82,GHS,DEP,VODAFONE,SUCCESS,GREATER ACCRA,0.35,Deposit,2024-01-05,17,Friday,1,1,False,Micro (<50),False,,False,48.17
TXN00007058,2024-01-05 21:37:00,0242241421,0552058029,46.71,GHS,P2P,MTN,SUCCESS,WESTERN,0.46,Peer to Peer Transfer,2024-01-05,21,Friday,1,1,False,Micro (<50),False,,False,47.17
TXN00007772,2024-01-06 09:31:00,0242241794,0551896128,168.65,GHS,P2P,MTN,FAILED,ASHANTI,1.02,Peer to Peer Transfer,2024-01-06,9,Saturday,1,1,True,Small (50-200),False,,False,169.67
TXN00007482,2024-01-06 04:41:00,0242246025,0554740095,44.72,GHS,DEP,AIRTELTIGO,SUCCESS,GREATER ACCRA,0.39,Deposit,2024-01-06,4,Saturday,1,1,True,Micro (<50),False,,False,45.11
TXN00000042,2024-01-01 00:41:00,0242246485,0556448630,7.9,GHS,MBP,MTN,SUCCESS,NORTHERN,0.05,Merchant Bill Payment,2024-01-01,0,Monday,1,1,False,Micro (<50),False,,False,7.95
TXN00000370,2024-01-01 06:09:00,0242246568,0556337890,30.71,USD,P2P,MTN,SUCCESS,EASTERN,0.24,Peer to Peer Transfer,2024-01-01,6,Monday,1,1,False,Micro (<50),False,,False,30.95
TXN00003175,2024-01-03 04:54:00,0242247458,0555933462,11.75,GHS,P2P,MTN,SUCCESS,GREATER ACCRA,0.09,Peer to Peer Transfer,2024-01-03,4,Wednesday,1,1,False,Micro (<50),False,,False,11.84
TXN00005683,2024-01-04 22:42:00,0242248310,0556682773,203.75,GHS,MBP,VODAFONE,SUCCESS,GREATER ACCRA,2.1,Merchant Bill Payment,2024-01-04,22,Thursday,1,1,False,Medium (200-500),False,,False,205.85
TXN00005898,2024-01-05 02:17:00,0242249747,0558182796,44.65,GHS,P2P,VODAFONE,SUCCESS,GREATER ACCRA,0.55,Peer to Peer Transfer,2024-01-05,2,Friday,1,1,False,Micro (<50),False,,False,45.2
TXN00003751,2024-01-03 14:30:00,0242249963,0550574162,4480.47,GHS,AIRTIME,AIRTELTIGO,SUCCESS,EASTERN,42.11,Airtime Top-Up,2024-01-03,14,Wednesday,1,1,False,High Value (1k+),True,,False,4522.58
TXN00000799,2024-01-01 13:18:00,0242250006,0550817378,250.27,GHS,P2P,MTN,SUCCESS,GREATER ACCRA,3.04,Peer to Peer Transfer,2024-01-01,13,Monday,1,1,False,Medium (200-500),False,,False,253.31
TXN00007716,2024-01-06 08:35:00,0242250032,0558910012,137.92,GHS,P2P,MTN,SUCCESS,ASHANTI,1.7,Peer to Peer Transfer,2024-01-06,8,Saturday,1,1,True,Small (50-200),False,,False,139.62
TXN00004321,2024-01-04 00:00:00,0242250439,0556208821,8.27,GHS,P2P,VODAFONE,SUCCESS,BRONG-AHAFO,0.11,Peer to Peer Transfer,2024-01-04,0,Thursday,1,1,False,Micro (<50),False,,False,8.38
TXN00003085,2024-01-03 03:24:00,0242252056,0558849801,73.32,GHS,P2P,MTN,FAILED,GREATER ACCRA,0.63,Peer to Peer Transfer,2024-01-03,3,Wednesday,1,1,False,Small (50-200),False,,False,73.95
TXN00002113,2024-01-02 11:12:00,0242252112,0551245275,14.11,GHS,P2P,AIRTELTIGO,SUCCESS,ASHANTI,0.13,Peer to Peer Transfer,2024-01-02,11,Tuesday,1,1,False,Micro (<50),False,,False,14.24
TXN00000328,2024-01-01 05:27:00,0242252664,0559307456,4693.33,GHS,MBP,AIRTELTIGO,SUCCESS,WESTERN,45.15,Merchant Bill Payment,2024-01-01,5,Monday,1,1,False,High Value (1k+),True,,False,4738.48
TXN00000022,2024-01-01 00:21:00,0242253663,0552113536,2.4,GHS,DEP,MTN,SUCCESS,GREATER ACCRA,0.02,Deposit,2024-01-01,0,Monday,1,1,False,Micro (<50),False,,False,2.42
TXN00005941,2024-01-05 03:00:00,0242255105,0557015205,22.37,GHS,INTL,MTN,SUCCESS,ASHANTI,0.3,International Transfer,2024-01-05,3,Friday,1,1,False,Micro (<50),False,,False,22.67
TXN00001001,2024-01-01 16:40:00,0242256768,0552559928,27.12,GHS,P2P,AIRTELTIGO,SUCCESS,GREATER ACCRA,0.22,Peer to Peer Transfer,2024-01-01,16,Monday,1,1,False,Micro (<50),False,,False,27.34
TXN00000827,2024-01-01 13:46:00,0242258660,0551157585,2.26,GHS,DEP,MTN,SUCCESS,WESTERN,0.03,Deposit,2024-01-01,13,Monday,1,1,False,Micro (<50),False,,False,2.29
TXN00003032,2024-01-03 02:31:00,0242260492,0556827039,18.64,GHS,MBP,MTN,FAILED,WESTERN,0.23,Merchant Bill Payment,2024-01-03,2,Wednesday,1,1,False,Micro (<50),False,,False,18.87
TXN00009082,2024-01-07 07:21:00,0242262393,0551939495,38.55,GHS,P2P,MTN,SUCCESS,WESTERN,0.44,Peer to Peer Transfer,2024-01-07,7,Sunday,1,1,True,Micro (<50),False,,False,38.99
TXN00002357,2024-01-02 15:16:00,0242265054,0557771148,383.73,GHS,DEP,MTN,SUCCESS,GREATER ACCRA,3.96,Deposit,2024-01-02,15,Tuesday,1,1,False,Medium (200-500),False,,False,387.69
TXN00002996,2024-01-03 01:55:00,0242265674,0550303271,348.35,GHS,WDR,VODAFONE,SUCCESS,BRONG-AHAFO,3.15,Withdrawal,2024-01-03,1,Wednesday,1,1,False,Medium (200-500),False,,False,351.5
TXN00005587,2024-01-04 21:06:00,0242266309,0556782420,11.19,GHS,P2P,MTN,SUCCESS,ASHANTI,0.11,Peer to Peer Transfer,2024-01-04,21,Thursday,1,1,False,Micro (<50),False,,False,11.3
TXN00004398,2024-01-04 01:17:00,0242266637,0550116097,2.55,GHS,P2P,MTN,SUCCESS,GREATER ACCRA,0.03,Peer to Peer Transfer,2024-01-04,1,Thursday,1,1,False,Micro (<50),False,,False,2.58
TXN00006050,2024-01-05 04:49:00,0242268338,0559638366,385.79,GHS,DEP,MTN,SUCCESS,EASTERN,4.31,Deposit,2024-01-05,4,Friday,1,1,False,Medium (200-500),False,,False,390.1
TXN00003143,2024-01-03 04:22:00,0242271239,0550237961,19.72,GHS,P2P,MTN,SUCCESS,BRONG-AHAFO,0.29,Peer to Peer Transfer,2024-01-03,4,Wednesday,1,1,False,Micro (<50),False,,False,20.01
TXN00003127,2024-01-03 04:06:00,0242271370,0557959896,416.74,GHS,DEP,MTN,SUCCESS,EASTERN,5.4,Deposit,2024-01-03,4,Wednesday,1,1,False,Medium (200-500),False,,False,422.14
TXN00000165,2024-01-01 02:44:00,0242271867,0552507342,45.86,GHS,P2P,AIRTELTIGO,SUCCESS,EASTERN,0.64,Peer to Peer Transfer,2024-01-01,2,Monday,1,1,False,Micro (<50),False,,False,46.5
TXN00009242,2024-01-07 10:01:00,0242271954,0550339342,350.01,GHS,DEP,VODAFONE,SUCCESS,ASHANTI,2.88,Deposit,2024-01-07,10,Sunday,1,1,True,Medium (200-500),False,,False,352.89
TXN00002727,2024-01-02 21:26:00,0242273438,0557600868,40.76,GHS,AIRTIME,VODAFONE,SUCCESS,GREATER ACCRA,0.29,Airtime Top-Up,2024-01-02,21,Tuesday,1,1,False,Micro (<50),False,,False,41.05
TXN00009208,2024-01-07 09:27:00,0242273590,0557186805,290.54,GHS,MBP,VODAFONE,PENDING,WESTERN,3.1,Merchant Bill Payment,2024-01-07,9,Sunday,1,1,True,Medium (200-500),False,,False,293.64
TXN00004989,2024-01-04 11:08:00,0242274475,0554753005,1220.05,GHS,P2P,MTN,PENDING,GREATER ACCRA,6.27,Peer to Peer Transfer,2024-01-04,11,Thursday,1,1,False,High Value (1k+),False,,False,1226.32
TXN00002427,2024-01-02 16:26:00,0242274719,0559048271,23.48,GHS,WDR,MTN,SUCCESS,ASHANTI,0.2,Withdrawal,2024-01-02,16,Tuesday,1,1,False,Micro (<50),False,,False,23.68
TXN00007061,2024-01-05 21:40:00,0242275019,0551180816,414.13,GHS,P2P,MTN,SUCCESS,NORTHERN,4.15,Peer to Peer Transfer,2024-01-05,21,Friday,1,1,False,Medium (200-500),False,,False,418.28
TXN00004647,2024-01-04 05:26:00,0242275557,0556076920,406.97,USD,MBP,MTN,SUCCESS,GREATER ACCRA,3.6,Merchant Bill Payment,2024-01-04,5,Thursday,1,1,False,Medium (200-500),False,,False,410.57
TXN00009921,2024-01-07 21:20:00,0242277036,0551708423,17.61,GHS,P2P,VODAFONE,SUCCESS,GREATER ACCRA,0.12,Peer to Peer Transfer,2024-01-07,21,Sunday,1,1,True,Micro (<50),False,,False,17.73
TXN00002651,2024-01-02 20:10:00,0242277723,0556579364,20.34,GHS,INTL,VODAFONE,FAILED,GREATER ACCRA,0.17,International Transfer,2024-01-02,20,Tuesday,1,1,False,Micro (<50),False,,False,20.51
TXN00009275,2024-01-07 10:34:00,0242278152,0555220614,122.95,GHS,P2P,MTN,SUCCESS,BRONG-AHAFO,1.06,Peer to Peer Transfer,2024-01-07,10,Sunday,1,1,True,Small (50-200),False,,False,124.01
TXN00002473,2024-01-02 17:12:00,0242278207,0550885825,4922.6,GHS,WDR,AIRTELTIGO,SUCCESS,GREATER ACCRA,54.77,Withdrawal,2024-01-02,17,Tuesday,1,1,False,High Value (1k+),True,,False,4977.37
TXN00007709,2024-01-06 08:28:00,0242278275,0554154092,44.12,GHS,P2P,AIRTELTIGO,SUCCESS,GREATER ACCRA,0.36,Peer to Peer Transfer,2024-01-06,8,Saturday,1,1,True,Micro (<50),False,,False,44.48
TXN00005924,2024-01-05 02:43:00,0242280024,0559871302,70.53,GHS,P2P,MTN,SUCCESS,ASHANTI,1.06,Peer to Peer Transfer,2024-01-05,2,Friday,1,1,False,Small (50-200),False,,False,71.59
TXN00005445,2024-01-04 18:44:00,0242280974,0556419358,23.42,GHS,P2P,MTN,SUCCESS,GREATER ACCRA,0.34,Peer to Peer Transfer,2024-01-04,18,Thursday,1,1,False,Micro (<50),False,,False,23.76
